text,original_label,sentiment
Kolinda predsednica pahor pajac,-1,negative
@ aligator : Kredit Grkom in še jamstvo sta dala Pahor in Križanič !,-1,negative
Če bi prej menjali trenerja pa bi bila situacija še boljša.,1,positive
"Nič hudega, vseeno bravo...proga je res bila nepredvidljiva plus poletno vreme!!!",1,positive
"Novica nisi pa povedal ali je bil s pečkami in ali se ti je kakšna
zataknila v grlu?",0,neutral
"aligator 31. Avgust 2015, ob 13:09
+1
0
-1
Treba je pomagat... Druge ni... Kaj bodo pomagali spomeniki migrantom čez 10 let, pa govorjenje, da se kaj takega ne sme več zgoditi...

    odgovori 
----------------

kar vzam jih ene 10 kom na svoj dom!!",-1,negative
"Zlata Tina, da se ti želje uresničijo, jutri napadaj zlato - carica",1,positive
a obstaja kakšna možnost da cmerarja skupaj z jj zakopljemo v en bunker? MRSH KMETI NE ZNATE ORGANIZIRAT ENE TEKME!,-1,negative
"Ko bo uvedena olajšava na plačilo davka na število zaposlitev za nedoločen čas, pod pogoji, da so plačani vsi prispevki, se to ne bo več dogajalo.",0,neutral
"Ni ga večjega turista od Zbornaye - iz puste Rusije prišel v prelepo Slovenijo trolat...
Matero Rusijo razpenja od ponosa...",-1,negative
"Očitno je bla lani predobra pa smo se mal razvadl. Če se je zadnja leta kdo od naših med top 15 uvrstil, je bil že oh in sploh, po njej pa zdaj pljuvamo. Bo že še pršla na vrh. Ji privoščim!",1,positive
"Kita ni s sabo pripeljala Thompsona, da naši eni kateri ga obožujejo nebi hodili k njim na koncert?",0,neutral
"Glede na ""uspešnost"" pri prepričevanju naših najboljših in glede na naklonjenost (pod)povprečnim Američanom predlagam, da Avanzo in Zdovc letos na EP odpeljeta Ž-reprezentanco ZDA, oblečeno v slovenske drese.",-1,negative
"Kaj mi živimo v tujini ali sloveniji. Dajte nam službe v sloveniji, kjer živimo.Kaj mene briga tujina.",-1,negative
"Dajmo Tina! Še vedno si naša najboljša smučarka in vedno boš. Držim pesti, da bo glava ""lahka"" in smuči hitre.",1,positive
"Brezveze so ti podatki, veliko jih je, ki po diplomiranju niso več let dobili primerne službe ali pa sploh nobene. Kaj bo s temi ljudmi? Delo/služba bi morala biti osnovna pravica vsakega človeka, a žal v naši državi temu ni tako. Službe se delijo po VIP-u na vseh področjih.",-1,negative
To bi mogla dobit ...,1,positive
1:0 Šuler,0,neutral
"Grčija bi se prav gotovo lahko sama izvlekla iz krize s takšnim
potencijalom kot ga ima: turizem z vsemi antičnimi ostalinami,
izjemno morje, kmetijstvo (vse severni del ima ves namakalne
sisteme), ribištvo itd. Prav gotovo je največji problem
neplačevanje davkov: ko najameš počitniško sobo ali hišo, lastnik
osebno pride po denar in od tega ne plača nič ali pa malo davka,
dvojno knjigovodstvo je skoraj standard itd.... Na drugi strani pa
seveda, podobno kot v Sloveniji, nesposobni politiki in neumne
vlade, nenakšna vrsta bogatih revežev, ki sprejemajo neodgovorne
odločitve, zajemajo z veliko žlico, trošijo v maniri ""s tujim
kurc... po koprivah"".

Po drugi strani so interesi Severozahoda, kot pravi Tadej, povsem
militaristične narave: otoki, zlasti Kreta s svojimi NATO oporišči
imajo v tej regiji ključni pomen in Severozahod ima izključno svoje
interese.

V primerjavi z Grčijo, v kakšnem zosu je Slovenija, ki pospešeno
drvi k identični situaciji:
- nimamo podobnega turizma in kmetijstva kot Grki
- izvozniki, ki so temelj trenutnega gospodarstva, bodo odšli tudi
uradno v tujino, ker jim tu ne bo več ostati
- bilanca Slovenije: ustvarjeni prihodki in dobiček na eni strani,
po drugi strani strahovita finančna bremena, ki smo jih ustvarili v
teh dvajsetih letih (pa najbrž še ne vemo za vse) nas vztrajno
potiska v identično brezno, kot Grke: seštejmo vse dolgove, pa
izbrisane, pa zradirane, pa varčevalce, pa ne vem kaj še vse in si
odgovorimo: kdaj bomo poplačali vse te dolgove? Menim, da nikoli, s
tem pa posledično postali v celoti odvisni od drugih interesnih
skupin, razprodani, brez svoje ekonomske identitete, nazadnje brez
kulture in svojega jezika.

In še enkrat: za reševanje Grke krize, za katero vemo vsi predobro,
da jamstev ne bomo NIKOLI dobili poplačanih, smo do sedaj smo dali
že skoraj eno miljardo €, po zakonu pa naj bi jih 3,66 MILJARDE!!!!
Vsa ta sredstva biu nam še kako prav prišla za lastno reševanje iz
krize, a vse te vlade ne napravijo nič v tem pogledu, posledično
bosta na svetu dva siromaka, ne le Grčija, pač pa še Slovenija,
breme EU skupnosti in samim sebi!

Presenečen sem, kako ljudje na to ""pomoč"" sploh gledajo, češ, saj
""to so dogovorjene obveznosti iz EU pogodb"", kot da gre za neki
drugi denar, kot da ne gre iz naših žepov!!
Če me spomin ne vara so Finci zahtevali jamstva za tovrstno pomoč,
Slovaki menda celo odklinili, ker niso imeli obraza sprejeti
takšnih bremen ko imajo delavci Slovaki plače nižje od socialnih
pomoči, ki jih uživajo Grki!!! Naše vlade pa NIČ, čista NULAAAAA!!!
Bahajo se v tujini, nihče pa trezno ne razmisli, kakšna bremena so
naložile svojemu lastnemu narodu.

To pa je še razlog več, da jutri ne le Češko, pač pa še drugi njemu
podobni ne bodo ostali v Sloveniji, pač pa zgolj svoje nekdanje
sodržavljane izkoristili kot kvalitetno delovno silo, vsa smetana
pa se bo pač odtekla drugam.

Paradoskalno bo, če prav v Grčijo, ki ima mnogo več možnosti, da
pride prej iz krize, kot Slovenija. A le brez EU s svojo
matematiko!!!!

Z nameček v Sloveniji še vojske ni več, ki bi sprožila državni
udar, namreč iz takšne krize državo lahko reši le pametna
""diktatura"", čeprav se vse to sliši bogokletno in
nedemokratično.

Aja, napotki in zahteve EU pa niso diktatura?",-1,negative
"Kampl daleč najslabši, ukvarja se samo s sodnikom. Vsi ki ga hvalite si ga pelte domov pa vam naj s svojo frizuro krasi sobo,",-1,negative
"Res je, da v krizah velikokrat vlada desnica, ki naj bi bila bolj
varčna, ker pač zastopa kapital, ne ljudi.
V Sloveniji je to malo drugače, pa še tisti, ki se imenujejo
desnica, ne bodo prišli na oblast naslednjih precej let. Morda
vidite stranko, ki bi ji to uspelo?",-1,negative
saj se bo morje za 2 m dvignilo naslednjih 15 let he he,1,positive
"vodilni mozje naj placajo varovanje, ki bo zascitilo nedolzne pred njihovimi divjaki",-1,negative
"Všeč so mi tele na pol slikce in neumestni filmčki, ki jih limate gor. Res popestrijo debato.",1,positive
Velik bi naredili že s centralnim vodenjem vsega skupaj. Ne pa da vsak ki ima 5 minut časa to dela po svoje.,-1,negative
"Žalostno  je kam so nas naši oblastniki pripeljali. In še bolj žalostno je, da jih po vsem tem še vedn zanima samo, kako bi si razdelili stolčke in pobrali še to, kar je ostalo.",-1,negative
"Evo, tukaj se lepo vidi, da bi kljub uvedbi cestninskega centa
namesto vinjet imeli še vedno najcenejša goriva v okolici.

Upam, da bo odprava glupih vinjet ena izmed prvih stvari, ki jih
bodo Pahorjevi naredili.",-1,negative
"Smo prvi na lestvici, pa to ...",1,positive
"Hm, sploh nobenega posebnega veselja nad tem golom med komentarji, se BOM pa jaz poveselil ... TOOOOOOOOO GOOOOOOOOOOOOOOOOOOOOOOL :)",1,positive
Perota za predsednika.,1,positive
"@redred: ali pa, da zakaj najemaš v Lj in ne na obrobju. Prihranil bi pa morda 100 evrov, bi zato rabil bolj zanesljiv avto (kerdnevno se po avtocesti res ni pametno vozit s kako 15+ let staro kripo). 

Jaz se spomnim tam ene 2006, 2007. Sem se počutila ko luzer, ker sem, univerzitetno izobražena, komaj zaslužila za sprotno življenje. Takrat o tem tudi ni nihče govoril in me je blo sram in sem se počutila kot falirana oseba. 

Danes poznam kar nekaj 30+ univerzitetno izobraženih, ki si delijo stanovanje s cimri, ker si ne morejo privoščit ""luksuza"" najema stanovanja. Za popi*dit. Tisti, ki so iz generacij 40+, si tega po večini ne znajo predstavljati in potem ti spet kako povedo, da se počutiš, kot da si ti kriv, da še nimaš stanovanja, vikenda ipd. 

S tem, ko se je mladim vzelo samostojnost, se jim je tudi vzelo samopodobo. Razočaran, ponižan, v usodo vdan človek, pa težko dela preboje, razvija neke silne inovacije, ipd.",-1,negative
"V ZDA, kjer sem trenutno, je cena goriva padla na 2,7$ za galono, tako da si pri nas kar lepo polnijo državno malho....",-1,negative
"Kadrovska in mentalna korupcija Cerarjeve vlade in SMC drži odprta vrata finančni korupciji v državi in omogoča njeno in svojo pravosodno zaščito.
To je državni udar, to je desant na državo in narod !",-1,negative
"V službi kapitala... še mafija naredi manj globalne škode, kot tile kramarji.",-1,negative
močna novica,0,neutral
Zajc,0,neutral
Islam ne obstaja od zadnjih nekaj let...,0,neutral
"Potem pa nas primerja s Poljsko in nam jo ponudi v vzor.
Đizs krajst.
http://data.worldbank.org/country/poland
http://data.worldbank.org/country/sloven
ia",-1,negative
"Ce kdo, si Tina zasluzi to priznanje!!!!!!@",1,positive
ja od kdaj pa tajkuni niso bili prijatelji sej morajo vendar druk drugega ščiztit,-1,negative
"Tinči, ti si naredila več za Slovenijo kot vsi politiki skupaj v 20 letih. Sprosti se.",1,positive
"Ker ce so tuji lastniki tako zelo boljsi in bi ponujali vec za manj denarja (oz. tako vsaj nekateri tu mislijo, oz. vsaj tako izgleda), pa naj postavijo vporedno infrastrukturo in ponudijo vec za manj denarja. Potrosniki dandanes nimajo tezav z zamenjavo raznih dobaviteljev, od elektrike dalje in to tudi masovno pocnejo, ce se jim to splaca. Ampak ni videti, da si se komu od tako opevanih ""privatnih"" investitorjev zelo mudilo graditi ces ""TS je v pi***  drzava nima pojma mi znamo veliko bolje""..",-1,negative
"Treba se bo sprijazniti, da smučanje ni več nacionalni slovenski šport. Časi, ko je mami južno prej skuhala samo zato, da je se je lahko potem cela družina posedla po foteljih in spremljala drugo vožnjo, so mimo. Sedaj tudi, ko je Tina zmagovala, temu ni bilo tako...",-1,negative
"Cerarju je Niberg nastavil veliko-veliko tridemenzionalno ogledalo, da se lahko pogleda z vseh strani. Cerar je bil tri leta v pripravljalnici in je Slovenskemu narodu sporočal, da Slovenija ni oravna in demokratična država. Seveda človek v stiski največkrat verjame v vse kar misli, da mu bo pomagalo se izzviti iz revščine in razvojnega mrka. Bil je tudi problem, ker dejansko na takratnih  volitvah ni bilo nobene pametne izbire, zato so pač ljudje izbrali upanje. Volilna udeležba je bila nizka, saj večina državljanov ni verjela v to upanje ravno tako ne kot da bi izbrala tiste kateri so že itak pokazali svojo nesposobnost v preteklosti. Kateri so govorili, da se razlikujejo dejansko pa so v tej preteklosti s skupnimi močmi bankrotirali državo. Kljub temu nekateri, tudi na tem forumu pozivajo državljane na volitve, da naj volijo tiste kateri so preverjeni nesposobneži. Nekateri so tako agresivni, da vabijo lkjudi na volitve, da naj oddajo prazne lističe. S tem hočejo dobiti priložnost, da bi nekateri dobili glasove, saj ni težko narediti križec s strani tistega kateri tega nebi smel storiti vendar ima dostopnost do teh praznih lisitčev.  Ne iti na volitve in bojkotirati vse, dokler pač voditelji EU ne bodo spoznali, da je potrebno Slovenijo postaviti pod prisilno upravo in kjo tako politično in pravosodno sistemsko preurediti in jo prilagoditi razmeram zahodne civilizacije.",-1,negative
"Franšiza Alaska Freeze, da se nekoliko ohladimo.",1,positive
"Martina Winterkorna je dobil 28 miljonov popotnice...če je to ""reznaje glave""... pol pa izvolijo še mojo",-1,negative
"Kaj to je isti Grims katerega je novinarka(ki je bila sodno preganjana da je razkrila tajne podatke Sove) omenjala da vodi preko SDSa  skajno desne podzemne skupine, 
kaj to je isti Grims, ki je predlagal za predsednika komisije obveščevalnih in varnostnih služb v DZ Janeza Janšo, v času ko je bil  še ta v zaporu? 
Ah ja mogoče je to isti Grims ali pa je samo naključje.. pošten politik v vsakem primeru, znan po tem da v okviru SDSa hujska na leve in desne in dela notranjepolitične razprtije... To je pravi predsednik za nadzorovanje organizacije, ki se ne bi smela ozirati na politično pripadnost ampak le na nacionalno in za dober  interes Republike Slovenije??? Mislim da ne.",-1,negative
"Ko je trojka avgusta ugotovila, da
v Grčiji pregon davčnih utaj ni dal pričakovanega izplena, je od
tamkajšnje vlade zahtevala, da zaračunavanje močno osovraženega
»solidarnostnega« davka iz prej dogovorjenega obdobja 2011-2014
podaljša še v leti 2015 in 2016.
V vednost tem, ki še danes menijo, da prihod trojke pomeni tudi
rešitev težav. Če predlog ne da pričakovanega izplena, je vedno na
voljo davek na ljudstvo.

In davek na ljudstvo da vedno pričakovan izplen.

Tudi odhod na severozahod in udarjanje po mizi da vedno pričakovan
izplen. Kot vemo, je bil prvi Cerarjev odhod ravno tja in kot
vidimo se privatizacija nadaljuje po planu severozahoda. Tudi
Bratuškin odhod je bil namenjen nadaljevanju že sprejetega plana,
kateremu je prej v lastni nevednosti nasprotovala in tudi Janezov
odhod je prinesel pričakovane rezultate, saj je pokojninsko reformo
sprejel točno takšno kot ji je leto prej 4 x ne nasprotoval.
Pozabil je namreč, kje so pripravili osnutek. Da našega ljubega
predsednika na tem mestu ne omenjamo, saj njemu odhod na
severozahod sploh ni potreben, po potrebi je lahko severozahod kar
sam (poleg mesarja, smetarja, gozdarja, trgovca, čistilca čevljev,
predsednika vlade, barbike in drugih njemu ljubih likov).

Zato lahko z gotovostjo predvidevamo, da bo udarjanje Grka po mizi
severozahoda imelo pričakovan izplen.

SREČNO 2015 severozahodu in nam južnjakom!",-1,negative
"Vsaka čast, vedel sem, da so dobri, ampak nisem mislu, da so spet tok dobri.",1,positive
"dajte mal bolj natančno brat... S to zlato medaljo je izpolnila vse svoje športne ambicije, oz. dosegla je cilje, ki jih je imela v glavi... in če dobro preberete, lepo pove, da bo vztrajala zagotovo do SP Vail 2015, samo ne več s takimi ambicijami, ker ima že vse-od velikega globusa, naslova svetovne prvakinje in naslova olimpijske zmagovalke... Očitno bo smučala le še za svoj užitek in seveda za zaslužek-najbrž ima tudi kake osebne sponzorske pogodbe, ki še niso potekle...",1,positive
"pod pragom revščine je leta 2013 živelo 14,5 % slovencev kar je največ po osamosvojitvi, imamo 30 miljarddržavnega pufa",-1,negative
"@ecoboy - Pa saj ni stvar samo v ceni bencina. Če greš na družinske počitnice za 3000€, se ne boš sekiral, da boš na slovenski pumpi plačal 5€ več za bencin kot na avstrijski. Če si pa želiš iti na WC, ki ne smrdi, ali pa se bog ne daj stuširati, se pa na slovenski pumpi sigurno ne boš ustavil.",-1,negative
Sigurno pade pod 1€ :D :D :D :D,1,positive
"Tole pa res ni dobro. Torej je slabo. Bolje, da se vlada ne meša v
DUTB. Naj jih kontrolira računsko sodišče. Zgleda, da jih matra
lakota po tem in onem.....Lep dan.",-1,negative
"RTV, klasično vladno trobilo, pač objavlja članke s takimi naslovi, da nakoncu izpade vlada kot državni heroj in branitelj kupne moči državljanov. Česar pa na RTV niso napisali je pa to, da je vlada v zadnjem hipu zvišala trošarine na rekordno raven.",-1,negative
Hotele banda prodaja in obenem tuli kako je perspektiva turizem. Narobe svet ali BUTALE!,-1,negative
"Jaz upam, da bodo potem vsi ti ljudje kazensko odgovarjali, ker so podarili Telekom za smešno nizko ceno. 

To je kriminal.",-1,negative
"V DUTB so se naselili novi rudarji, tako da se ni za bat, da bi
kdaj luknjo zapolnili. Sistem je očitno tako gnil, da ga odreši
samo narod na ulici. Človek dobi občutek, da je bistvo v naši
državi samo eno: priti do pozicije, kjer se lahko omastiš. Naredi
to čimprej in čimbolj, ker potem pridejo drugi na vrsto. Gnilo do
skrajnosti.",-1,negative
na tv slo 2 pa umetnostno drsanje ... pa ne me j**** :D,-1,negative
"Toliko državnega denarja kot je že steklo v Lipico, bi morale biti štale z zlatimi box-i. In kolikor gre letno denarja za posameznega konja, verjemite se nihče ne bi branil, da bi imel tako letno plačo. Ampak o tem se ne sme govoriti...",-1,negative
"čestitam, car!",1,positive
Koliko od teh jih je bilo posredovanih v klub iskanja zaposlitve in so jih brisali iz seznama nezaposlenih kamor se seveda vračajo po izobraževanju?,-1,negative
"Cvetanovič, Založnik, Hutinski kot da jih ni, in te naj bi bile nosilke

mladinski pogon funkcionira na nivoju, Mlakar - Planinšec dva talenta z mojega kavčarskega stališča

libero Medved tudi na nivoju

Zdovc - Potokar - Recek toplo hladno

nerazumljivo igrata palčka Najdič - Božič, ki sta na mreži čisto neuporabni, Mori pa sedi na klopi

kakšna minuta za Ščuka - Sobočan tudi ne bi bila odveč",-1,negative
Maribor se boji še enega poraza,0,neutral
"Ja, ta termin ""naš"" je v Sloveniji povsem izrabljen in izkoriščan. Pod ""naš"" se je dolgo časa prikrivalo tajkunstvo, pa danes vidimo, kam smo glede tega prišli. Podjetja so popolnoma izčrpana, mnoga so propadla, druga so bila na koncu prodana tujcem za male denarja in podobno. Tako da termin ""naš"" ni ravno pravi.

Če se pa termin ""naš"" pojmuje kot državno lastništvo me pa zanima, kje je zdaj večina, ki je dolgo let govorila o temu, da je država slab gospodar in da se morajo podjetja privatizirati? Je zdaj drugače in naj vse ostane v državnem lastništvu.

V Sloveniji se mi zdi, da karkoli se zgodi, je narobe. Če je državno je narobe, če se proda je narobe, če je tujec lastnik je narobe, če firma propade je narobe...vse je narobe. Kaj je pa prav?",-1,negative
in to je za objavit?,-1,negative
"Kako učinkovito in pravično
kaznovati nedelo, naj se sliši še tako bizarno, bi morala biti ena
prvih nalog nove vlade.
Oh, Peter, Peter, to so delodajalci takoj pogruntali.

Izumili so mizerne kolektivne plače!",-1,negative
"..sam mora biti hudo za navijače Olimpije, da je tekma z Mariborom za njih vrhunec sezone, za nas je pa enako, kot bi igrali proti Nafti ali mogoče Triglavu...sam tolk o tem kolk nam pomeni ta derby!!!",-1,negative
"Obstaja velika možnost katera temelji na Udbovskem načinu dela, da janša sam sploh ne sme oditi oziroma se za to ne sme odločiti.",-1,negative
"Več javnofinančnih prihodkov... Jade. Očitno so imeli cvek
matematiko. Prihodek = št.litrov x cena. Samo, da število litrov ni
konstanta, ampak tudi spremenljivka. In če bo cena v primerjavi s
sosedi višja (seveda v večini vsi prilagajajo cene nafti), bo tole
št.litrov bistveno manjši in potem se bojim, da bo veljalo ""manj
javnofinančnih prihodkov....""",-1,negative
"....Zabiče....lepo zapisano,pohvalno.",1,positive
"Ja Cmerar preklet dobr ve kam je šel denar in preklet dobr ve ,kam se še odteka,prepričan sem ,da tudi on reže ta kolač in krmi svoje bivše žene itp.Dela se pa nevednega in zavrača vse trditve Niberga,seveda zavrača vse trditve,kateri lopov pa je kdaj priznal na sodišču ,da je kradel,vsi zanikajo,pa četudi jim dokažeš,tako tudi Cerar,že velikokrat je bil z rokami v marmeladi,pa ni priznal!",-1,negative
Kje je Dino ?,0,neutral
mal smo napravili izgube a bi nam lahko mal pomagal mal finančne injekcije bi rabil..... hepani,-1,negative
"@Koperboy - Resno, zakaj je po forumih dovoljeno pisariti ljudem z IQjem francoske solate?
Zato, da lahko tudi ti kaj napišeš.",-1,negative
"ko vlada govori o ""odpiranju vrat zasebnemu šolstvu"", ma v mislih zlasti enako pomfrijevske fakse (al pa še bolj) od tistih k že sedaj ne dobijo službe, tj. una jambrekova kr neki in še ena od unga ritoliznikovića v SDS, ki je v novem mestu",-1,negative
tudi na bsi je treba odpustit 90% zaposlenih. ker mešalcem megle je preveč. seveda pa prvi mora letet Miško !,-1,negative
"Najmanj 80% človeštva živi z manj kot 10 $ na dan.
Več kot polovica svetovnega prebivalstva živi z manj kot 2 $ na dan.
Leta 2005 je najbogatejših 20% svetovnega prebivalstva predstavljalo 76,6% vse zasebne potrošnje.Petino najrevnejšega samo 1,5%
1,1 milijarda ljudi v državah v razvoju nimajo ustreznega dostopa do vode, in 2,6 milijarde ljudi nima osnovne sanitarne opreme.
Več kot 660 milijonov ljudi brez sanitarij živi z manj kot 2 $ na dan, in več kot 385.000.000 z manj kot 1 $ na dan.

Tako bi lahko našteval cel dan. Ne bluzite o zaposlovanju, ne bluzite o humanosti, ne bluzite o morali, ne bluzite o modrosti, ne bluzite o številkah, ne bluzite ničemer kar ima veze z humanostjo, ker od tega ste politiki in današnji pametnjakoviči tako oddaljeni, kot Jupiter od Zemlje! ILO vam priporočam - nekaj pametnega za prebrat! Veliko statistik, si lahko  ogledate tukaj .",-1,negative
"Bog vedi, če v kreditnih pogodbah na medbančnem trgu piše, da morajo kreditojemalci zagotoviti, da morajo države znižati pokojnine, prestrukturirati gospodarstvo, zmanjšati javni sektor etc...",-1,negative
Statistika in pa makroekonomske analize so kot bikini veliko razkrijejo najbol pomebno pa skrijejo,-1,negative
"kot vedno so pustili srce na igrišču,,,,,bo pa treba še kaj drugega,ker s tako igro ne moreš igrati niti v naši ligi ne pa na euru,,,,,grem stavit,da bi jih maribor al pa olimpija stresla v nulo,,,,,",-1,negative
"K-ris
ja 50 EUR boš lahko dal počakaj še malo. Danes boš lahko dal že 80 EUR. Kupi če je to tako dobro  podjetje.",0,neutral
"""Predsednika vlade Mira Cerarja je
napoved predsednika grške vlade Aleksisa Ciprasa o referendumu
presenetila. ""Menim, da gre za nekorektno potezo grške vlade in
njenega predsednika,"" je novinarjem dejal ob robu srečanja
državnikov pod Najevsko lipo v Črni na Koroškem. Predsednik
republike Borut Pahor pa je opozoril, da so razmere izjemno
resne."" Finance
Razmere so bile resne leta 1982, ko je bankrotirala socialistična
Jugoslavija, pa se ne spomnim, da bi takrat kdo od politikov rekel,
da so razmere izjemno resne. Posledice tega bankrota pa so bile:
večletno pomanjkanje osnovnih življenjskih dobrin (praška, zobne
paste, kave, čokolade itd), bile so omejitve porabe goriva (boni,
sistem par-nepar), bile so redukcije električne energije,
radiatorji so bili pozimi mrzli, nato pa je izbruhnila še
hiperinflacija.

Danes ima največji everski bankovec zapisano število 500. Se še kdo
spomni kolikšno število je imel takratni največji bankovec? 50.000?
500.000? nope. Imeli smo bankovce za 2.000.000 dinarjev.",-1,negative
"Me zanima kaj bo Pusnik naredu z Olimpijo, ker je zmeraj bil tako pameten v studiju lige prvakov!",-1,negative
"Ne vem, kaj se zdaj razburjate.

Spomnite se le, kako ste pljuvali po Jankoviću, ker je nasprotoval slabi banki in prodaji državnih  podjetij,  ki jih je ta ista država NASILNO odkupila od nas delavcev, in to za vednost piškavih dveh miljard evrov, kar predstvlja največji rop v zgodovini človeštva. 

In gospod Rop, ki je izvedel certifikacijo, je za nagrado dobil sinekuro v neki evropski banki.
Za ""uspešno"" prodajo, ki je ""nič več ne more zaustaviti"", kot je izjavila veleizdajalka Bratuška, pa so ji osigurali mesto evropske komisarke z 20 tisoč evri neto na mesec naslednjih pet let, kot nagrado!

Ne rabijo vojaško okupirati Slovenije, samo domače izdajalce podmažeš, kar znese niti toliko kot pol tanka!",-1,negative
Dežman in Požunova sta par? :D,0,neutral
Zmerej je napake velikih plačal mali človek in tudi tokrat bo v večini tako.Tisti ki delajo za 560 EUR bodo najbolj na udaru.,-1,negative
"Slovenci , vedno iščemo krivce za vsako stvar v drugih , dejstvo pa je , da smo si za vse največ sami krivi..............v Sloveniji je še vedno zakoreninjeno neko "" bratstvo i jedinstvo "" in jugonostalgija , česar pa v ostalih bivših republikah ni in to vsi lepo izkoriščajo , mi pa s svojo prijaznostjo vedno nasrkamo................vsem je vedno na prvem mestu pomembna korist za svojo državo , samo nam je več do nekega "" prijateljstva "" , pa če tudi zaradi tega država propada............Slovenci smo trpežen narod in skrajni čas bi bil , da to tudi pokažemo , ne pa da vedno pokleknemo samo zaradi dobrososedskih odnosov in zato nas vsi prehitevajo po levi in po desni.............ne morem , da se nebi vprašal , kakšna bi bila Slovenija v vseh teh letih če bi večkrat pokazali zobe , namesto da božamo zadeve , kajti že smo bili na poti , da na Balkanu postanemo "" capo di tuti capi "" ! ! !",-1,negative
Se strinjam! Je res bolše da ne nastopa do Sočija - vsaj tanaši nebo sramote delala teh 2 mesca =) =),-1,negative
Bravo Tinca,1,positive
"KAKOR ŽIVINO: V prihodnosti bo Slovencev zmeraj manj tako kot danes pa bo Volkswagnov zmeraj več,",-1,negative
"Ob Prevčevem drugem emstu ap poslušamo jugoslovansko himno Hej Slovani, ha, ha!!",1,positive
sezona 2015 bo za naše fante rekordna :),1,positive
"pišejo da brezposelnost pada, hkrati pa dajo sliko prazno oglasno tabelo, kjer bi morali biti razpisana delovna mesta, torej  ne razumete sporočila?",-1,negative
"Na SDH so se po naših informacijah odločili, da seja nadzornikov bo. So pa v SDH po naših informacijah zavrnili včeraj dopolnjeno ponudbo Cinvena.
Vir: Finance",0,neutral
Zdaj ko vemo imena bomo dobili pa nove prebivalce na Dobu pa denar bojo moral vrnit a ne??,-1,negative
"Pravniki opozarjajo,da vlada s tem krši zakon o SDH-ju.
----------------------------------------
A bo kakšen v vladi odstopil?",-1,negative
"bobbek: ni res, država omejuje cene samo navzgor, navzdol ne.",1,positive
"nlb=telekom=...

molzne krave svetovanj, preveč zaposlenih, 

vse ostalo kar prodajajo je laž , da ščitijo svoj hrbet in svojo ziziko",-1,negative
jaooo zgrešena prva menjava z mendyem...,-1,negative
"uuu, super Domen, bravo, vsa čast!",1,positive
"Če je Jankovič dober manager sem jaz podjetnic EU leta. Ta človek ni bil sposoben lastne firme (Elect) postaviti na noge. Zato je ta pred stečajem. Od kod vam sploh takšna misel, da je on sposoben manager? Mercator so mu (politika) dobesedno porinili v roke in mu dali proste roke. Tako pri vodenju, najemanju kreditov in ""kupovanju"" drugih trgovskih podjetji. Berite konkurence. Tujih tako in tako ni bil sposoben kupiti. Pri tem mislim predvse, na zahodne države. Ne Balkan. Tako je izbrisal največje slovensko trgovsko in živilsko predelovalno podjeteje Emona. Pa kranjska Živila itd. Seveda je Mercator s tem prevzel tudi vse njihove trgovine, skladišča, vozni park, proizvodnjo. Ni čudno, da se je Janković potem hvalil kako je njegov Mercator v nekaj letih zrasel v trgovskega velikana. Vsaj za naše razmere. Za tujce je tako in tako samo eno srednje podjetjece. 
Jankovič je navaden branjevec z visoko izobrazbo in močno podporo politike. Sam pa ni sposoben narediti ničesar. Drugače bi bila njegova Electa danes veliko slovensko podjetje z dobro finančno oceno ter likvidnostjo. Pa ni. Jankovič je proti Akrapoviču, Pipistrelu in njima podobnim uspešnim podjenikom navaden vajenec. Nastopač in gobcač.",-1,negative
"toooooooooooooooooooooooooooooooo sam zaradi tebe gledam skoke, bravooo",1,positive
Kdo je takim kot je Fišer dal fakultetno izobrazbo???? Ste ga kdaj slišali da bi znal komunicirati ali pa kaj strokovnega povedati??? Važno je da je zvesti hlalpec murgeljskega prdca.,-1,negative
"@ Mucamaca

in kaj ma Hrvaška od 3x višjega donosa?

Dobiček gre lastniku, to pa ni Hrvaška.",-1,negative
"Dober zaslužek za kampanjsko delo, ni kaj.",-1,negative
"Človeška pamet je kockaste oblike.Ko se ta premika iz ene na drugo
ploskev,se trese in ropota.

Fkurcu je vse skup,majke mi sudija.",-1,negative
"To so pač tipična levakarsko komunajzarska posla . Komunajzli bi radi pač lepo živeli v sladkem brezdelju, ceho pa bi plačevali ""neki drugi "" v končni fazi delovni ljudje oz. normalni davkoplačevalci .Tak način izkoriščanja sonarodnjakov se je v Sloveniji že pokazal, ko so leta 45 komunajzli prevzeli oblast in upam, da imajo Slovenci toliko pameti, da ne bodo dopustili še eno okupacijo komunajzlov !",-1,negative
Bravooooooo!!!!!!,1,positive
koliko rabimo za napredovanje 3 ali 4 gole v MB?,0,neutral
"Dan D za Grčijo?

Se ne strinjam. Prej Dan D za EU in celotno evropsko idejo nasploh.
Nekoč je bila ta ideja ideja množice, sedaj služi le še peščici.
Kravatarjem.",-1,negative
"Peter Prevc je nova Tina
Maze!
Sam mal lepši :-)",1,positive
kr neki no..po tirnicah se enostavno ne da smučati dob da ni št.87 dobila. u pm,-1,negative
"Se mi zdi,da je Umetnik eden tistih,ki so nosili kurirčkovo torbico na Finsko....nazaj pa prišli z indičnim krogom....pa še ta se jim je zdaj razblinil....",-1,negative
